"country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation","pop","suicide"
"Albania",1992,"male",55,5,159500,3.13,"Albania1992",NA,"709,452,584",251,"Silent",1.595,0.005
"Albania",1992,"male",25,7,245500,2.85,"Albania1992",NA,"709,452,584",251,"Boomers",2.455,0.007
"Albania",1992,"female",15,7,292400,2.39,"Albania1992",NA,"709,452,584",251,"Generation X",2.924,0.007
"Albania",1992,"female",25,4,267400,1.5,"Albania1992",NA,"709,452,584",251,"Boomers",2.674,0.004
"Albania",1992,"female",35,2,323100,0.62,"Albania1992",NA,"709,452,584",251,"Boomers",3.231,0.002
"Albania",1992,"female",55,1,164900,0.61,"Albania1992",NA,"709,452,584",251,"Silent",1.649,0.001
"Albania",1992,"female",5,0,336700,0,"Albania1992",NA,"709,452,584",251,"Millenials",3.367,0
"Albania",1992,"female",75,0,38700,0,"Albania1992",NA,"709,452,584",251,"G.I. Generation",0.387,0
"Albania",1992,"male",5,0,362900,0,"Albania1992",NA,"709,452,584",251,"Millenials",3.629,0
"Albania",1992,"male",75,0,23900,0,"Albania1992",NA,"709,452,584",251,"G.I. Generation",0.239,0
"Albania",1993,"male",15,18,243300,7.4,"Albania1993",NA,"1,228,071,038",437,"Generation X",2.433,0.018
"Albania",1993,"male",55,7,165000,4.24,"Albania1993",NA,"1,228,071,038",437,"Silent",1.65,0.007
"Albania",1993,"male",75,1,24200,4.13,"Albania1993",NA,"1,228,071,038",437,"G.I. Generation",0.242,0.001
"Albania",1993,"male",25,9,230100,3.91,"Albania1993",NA,"1,228,071,038",437,"Boomers",2.301,0.009
"Albania",1993,"female",15,10,285300,3.51,"Albania1993",NA,"1,228,071,038",437,"Generation X",2.853,0.01
"Albania",1993,"male",35,10,350300,2.85,"Albania1993",NA,"1,228,071,038",437,"Boomers",3.503,0.01
"Albania",1993,"female",25,7,261800,2.67,"Albania1993",NA,"1,228,071,038",437,"Boomers",2.618,0.007
"Albania",1993,"female",35,7,331200,2.11,"Albania1993",NA,"1,228,071,038",437,"Boomers",3.312,0.007
"Albania",1993,"female",55,2,169500,1.18,"Albania1993",NA,"1,228,071,038",437,"Silent",1.695,0.002
"Albania",1993,"female",5,1,340300,0.29,"Albania1993",NA,"1,228,071,038",437,"Millenials",3.403,0.001
"Albania",1993,"male",5,1,367000,0.27,"Albania1993",NA,"1,228,071,038",437,"Millenials",3.67,0.001
"Albania",1993,"female",75,0,39300,0,"Albania1993",NA,"1,228,071,038",437,"G.I. Generation",0.393,0
"Albania",1994,"male",75,2,24600,8.13,"Albania1994",NA,"1,985,673,798",697,"G.I. Generation",0.246,0.002
"Albania",1994,"male",55,11,171400,6.42,"Albania1994",NA,"1,985,673,798",697,"Silent",1.714,0.011
"Albania",1994,"female",75,2,39900,5.01,"Albania1994",NA,"1,985,673,798",697,"G.I. Generation",0.399,0.002
"Albania",1994,"male",25,6,231400,2.59,"Albania1994",NA,"1,985,673,798",697,"Boomers",2.314,0.006
"Albania",1994,"male",35,9,362800,2.48,"Albania1994",NA,"1,985,673,798",697,"Boomers",3.628,0.009
"Albania",1994,"male",15,6,242200,2.48,"Albania1994",NA,"1,985,673,798",697,"Generation X",2.422,0.006
"Albania",1994,"female",15,6,282600,2.12,"Albania1994",NA,"1,985,673,798",697,"Generation X",2.826,0.006
"Albania",1994,"female",25,4,261100,1.53,"Albania1994",NA,"1,985,673,798",697,"Boomers",2.611,0.004
"Albania",1994,"female",35,2,342500,0.58,"Albania1994",NA,"1,985,673,798",697,"Boomers",3.425,0.002
"Albania",1994,"female",55,1,174600,0.57,"Albania1994",NA,"1,985,673,798",697,"Silent",1.746,0.001
"Albania",1994,"male",5,1,371800,0.27,"Albania1994",NA,"1,985,673,798",697,"Millenials",3.718,0.001
"Albania",1994,"female",5,0,344400,0,"Albania1994",NA,"1,985,673,798",697,"Millenials",3.444,0
"Albania",1995,"male",25,13,232900,5.58,"Albania1995",0.619,"2,424,499,009",835,"Generation X",2.329,0.013
"Albania",1995,"male",55,9,178000,5.06,"Albania1995",0.619,"2,424,499,009",835,"Silent",1.78,0.009
"Albania",1995,"female",75,2,40800,4.9,"Albania1995",0.619,"2,424,499,009",835,"G.I. Generation",0.408,0.002
"Albania",1995,"female",15,13,283500,4.59,"Albania1995",0.619,"2,424,499,009",835,"Generation X",2.835,0.013
"Albania",1995,"male",15,11,241200,4.56,"Albania1995",0.619,"2,424,499,009",835,"Generation X",2.412,0.011
"Albania",1995,"male",75,1,25100,3.98,"Albania1995",0.619,"2,424,499,009",835,"G.I. Generation",0.251,0.001
"Albania",1995,"male",35,14,375900,3.72,"Albania1995",0.619,"2,424,499,009",835,"Boomers",3.759,0.014
"Albania",1995,"female",25,7,264000,2.65,"Albania1995",0.619,"2,424,499,009",835,"Generation X",2.64,0.007
"Albania",1995,"female",35,8,356400,2.24,"Albania1995",0.619,"2,424,499,009",835,"Boomers",3.564,0.008
"Albania",1995,"male",5,6,376500,1.59,"Albania1995",0.619,"2,424,499,009",835,"Millenials",3.765,0.006
"Albania",1995,"female",55,2,180400,1.11,"Albania1995",0.619,"2,424,499,009",835,"Silent",1.804,0.002
"Albania",1995,"female",5,2,348700,0.57,"Albania1995",0.619,"2,424,499,009",835,"Millenials",3.487,0.002
"Albania",1996,"male",75,2,25400,7.87,"Albania1996",NA,"3,314,898,292",1127,"G.I. Generation",0.254,0.002
"Albania",1996,"male",15,17,243600,6.98,"Albania1996",NA,"3,314,898,292",1127,"Generation X",2.436,0.017
"Albania",1996,"male",25,14,235300,5.95,"Albania1996",NA,"3,314,898,292",1127,"Generation X",2.353,0.014
"Albania",1996,"female",15,16,287700,5.56,"Albania1996",NA,"3,314,898,292",1127,"Generation X",2.877,0.016
"Albania",1996,"female",75,2,41200,4.85,"Albania1996",NA,"3,314,898,292",1127,"G.I. Generation",0.412,0.002
"Albania",1996,"female",25,10,267900,3.73,"Albania1996",NA,"3,314,898,292",1127,"Generation X",2.679,0.01
"Albania",1996,"male",35,12,379600,3.16,"Albania1996",NA,"3,314,898,292",1127,"Boomers",3.796,0.012
"Albania",1996,"female",35,9,362000,2.49,"Albania1996",NA,"3,314,898,292",1127,"Boomers",3.62,0.009
"Albania",1996,"male",55,3,179900,1.67,"Albania1996",NA,"3,314,898,292",1127,"Silent",1.799,0.003
"Albania",1996,"female",55,1,183100,0.55,"Albania1996",NA,"3,314,898,292",1127,"Silent",1.831,0.001
"Albania",1996,"male",5,2,380400,0.53,"Albania1996",NA,"3,314,898,292",1127,"Millenials",3.804,0.002
"Albania",1996,"female",5,1,354100,0.28,"Albania1996",NA,"3,314,898,292",1127,"Millenials",3.541,0.001
"Albania",1997,"male",25,36,236000,15.25,"Albania1997",NA,"2,359,903,108",793,"Generation X",2.36,0.036
"Albania",1997,"male",15,33,244400,13.5,"Albania1997",NA,"2,359,903,108",793,"Generation X",2.444,0.033
"Albania",1997,"male",75,3,25400,11.81,"Albania1997",NA,"2,359,903,108",793,"G.I. Generation",0.254,0.003
"Albania",1997,"male",35,30,380800,7.88,"Albania1997",NA,"2,359,903,108",793,"Boomers",3.808,0.03
"Albania",1997,"female",15,21,294000,7.14,"Albania1997",NA,"2,359,903,108",793,"Generation X",2.94,0.021
"Albania",1997,"male",55,12,180300,6.66,"Albania1997",NA,"2,359,903,108",793,"Silent",1.803,0.012
"Albania",1997,"female",25,16,273900,5.84,"Albania1997",NA,"2,359,903,108",793,"Generation X",2.739,0.016
"Albania",1997,"female",75,2,42100,4.75,"Albania1997",NA,"2,359,903,108",793,"G.I. Generation",0.421,0.002
"Albania",1997,"female",35,7,370100,1.89,"Albania1997",NA,"2,359,903,108",793,"Boomers",3.701,0.007
"Albania",1997,"female",5,6,361800,1.66,"Albania1997",NA,"2,359,903,108",793,"Millenials",3.618,0.006
"Albania",1997,"male",5,4,381500,1.05,"Albania1997",NA,"2,359,903,108",793,"Millenials",3.815,0.004
"Albania",1997,"female",55,0,187000,0,"Albania1997",NA,"2,359,903,108",793,"Silent",1.87,0
"Albania",1998,"male",75,3,25800,11.63,"Albania1998",NA,"2,707,123,772",899,"G.I. Generation",0.258,0.003
"Albania",1998,"male",15,27,248800,10.85,"Albania1998",NA,"2,707,123,772",899,"Generation X",2.488,0.027
"Albania",1998,"female",15,32,295600,10.83,"Albania1998",NA,"2,707,123,772",899,"Generation X",2.956,0.032
"Albania",1998,"male",25,26,240400,10.82,"Albania1998",NA,"2,707,123,772",899,"Generation X",2.404,0.026
"Albania",1998,"male",35,29,388200,7.47,"Albania1998",NA,"2,707,123,772",899,"Boomers",3.882,0.029
"Albania",1998,"male",55,9,183800,4.9,"Albania1998",NA,"2,707,123,772",899,"Silent",1.838,0.009
"Albania",1998,"female",25,10,275300,3.63,"Albania1998",NA,"2,707,123,772",899,"Generation X",2.753,0.01
"Albania",1998,"female",55,6,188200,3.19,"Albania1998",NA,"2,707,123,772",899,"Silent",1.882,0.006
"Albania",1998,"female",35,9,372100,2.42,"Albania1998",NA,"2,707,123,772",899,"Boomers",3.721,0.009
"Albania",1998,"male",5,2,388400,0.51,"Albania1998",NA,"2,707,123,772",899,"Millenials",3.884,0.002
"Albania",1998,"female",5,1,363800,0.27,"Albania1998",NA,"2,707,123,772",899,"Millenials",3.638,0.001
"Albania",1998,"female",75,0,42300,0,"Albania1998",NA,"2,707,123,772",899,"G.I. Generation",0.423,0
"Albania",1999,"male",75,3,25900,11.58,"Albania1999",NA,"3,414,760,915",1127,"G.I. Generation",0.259,0.003
"Albania",1999,"male",15,24,250600,9.58,"Albania1999",NA,"3,414,760,915",1127,"Generation X",2.506,0.024
"Albania",1999,"female",75,4,42400,9.43,"Albania1999",NA,"3,414,760,915",1127,"G.I. Generation",0.424,0.004
"Albania",1999,"male",35,31,391100,7.93,"Albania1999",NA,"3,414,760,915",1127,"Boomers",3.911,0.031
"Albania",1999,"male",25,19,242300,7.84,"Albania1999",NA,"3,414,760,915",1127,"Generation X",2.423,0.019
"Albania",1999,"male",55,14,185200,7.56,"Albania1999",NA,"3,414,760,915",1127,"Silent",1.852,0.014
"Albania",1999,"female",15,19,296800,6.4,"Albania1999",NA,"3,414,760,915",1127,"Generation X",2.968,0.019
"Albania",1999,"female",25,13,276500,4.7,"Albania1999",NA,"3,414,760,915",1127,"Generation X",2.765,0.013
"Albania",1999,"female",55,6,188800,3.18,"Albania1999",NA,"3,414,760,915",1127,"Silent",1.888,0.006
"Albania",1999,"female",35,5,373600,1.34,"Albania1999",NA,"3,414,760,915",1127,"Boomers",3.736,0.005
"Albania",1999,"female",5,1,365200,0.27,"Albania1999",NA,"3,414,760,915",1127,"Millenials",3.652,0.001
"Albania",1999,"male",5,0,391300,0,"Albania1999",NA,"3,414,760,915",1127,"Millenials",3.913,0
"Albania",2000,"male",25,17,232000,7.33,"Albania2000",0.656,"3,632,043,908",1299,"Generation X",2.32,0.017
"Albania",2000,"male",55,10,177400,5.64,"Albania2000",0.656,"3,632,043,908",1299,"Silent",1.774,0.01
"Albania",2000,"female",75,2,37800,5.29,"Albania2000",0.656,"3,632,043,908",1299,"G.I. Generation",0.378,0.002
"Albania",2000,"male",75,1,24900,4.02,"Albania2000",0.656,"3,632,043,908",1299,"G.I. Generation",0.249,0.001
"Albania",2000,"female",15,6,263900,2.27,"Albania2000",0.656,"3,632,043,908",1299,"Generation X",2.639,0.006
"Albania",2000,"male",15,5,240000,2.08,"Albania2000",0.656,"3,632,043,908",1299,"Generation X",2.4,0.005
"Albania",2000,"female",35,5,332200,1.51,"Albania2000",0.656,"3,632,043,908",1299,"Boomers",3.322,0.005
"Albania",2000,"female",25,3,245800,1.22,"Albania2000",0.656,"3,632,043,908",1299,"Generation X",2.458,0.003
"Albania",2000,"male",35,4,374700,1.07,"Albania2000",0.656,"3,632,043,908",1299,"Boomers",3.747,0.004
"Albania",2000,"male",5,1,374900,0.27,"Albania2000",0.656,"3,632,043,908",1299,"Millenials",3.749,0.001
"Albania",2000,"female",5,0,324700,0,"Albania2000",0.656,"3,632,043,908",1299,"Millenials",3.247,0
"Albania",2000,"female",55,0,168000,0,"Albania2000",0.656,"3,632,043,908",1299,"Silent",1.68,0
"Albania",2001,"male",25,22,206484,10.65,"Albania2001",NA,"4,060,758,804",1451,"Generation X",2.06484,0.022
"Albania",2001,"male",35,34,378826,8.98,"Albania2001",NA,"4,060,758,804",1451,"Boomers",3.78826,0.034
"Albania",2001,"male",55,11,196670,5.59,"Albania2001",NA,"4,060,758,804",1451,"Silent",1.9667,0.011
"Albania",2001,"female",75,2,47254,4.23,"Albania2001",NA,"4,060,758,804",1451,"Silent",0.47254,0.002
"Albania",2001,"male",15,10,256039,3.91,"Albania2001",NA,"4,060,758,804",1451,"Millenials",2.56039,0.01
"Albania",2001,"female",15,9,271359,3.32,"Albania2001",NA,"4,060,758,804",1451,"Millenials",2.71359,0.009
"Albania",2001,"female",35,12,370191,3.24,"Albania2001",NA,"4,060,758,804",1451,"Boomers",3.70191,0.012
"Albania",2001,"male",75,1,31044,3.22,"Albania2001",NA,"4,060,758,804",1451,"Silent",0.31044,0.001
"Albania",2001,"female",55,6,189799,3.16,"Albania2001",NA,"4,060,758,804",1451,"Silent",1.89799,0.006
"Albania",2001,"male",5,6,321556,1.87,"Albania2001",NA,"4,060,758,804",1451,"Millenials",3.21556,0.006
"Albania",2001,"female",25,4,222771,1.8,"Albania2001",NA,"4,060,758,804",1451,"Generation X",2.22771,0.004
"Albania",2001,"female",5,2,307356,0.65,"Albania2001",NA,"4,060,758,804",1451,"Millenials",3.07356,0.002
"Albania",2002,"male",75,4,31007,12.9,"Albania2002",NA,"4,435,078,648",1573,"Silent",0.31007,0.004
"Albania",2002,"male",25,23,206286,11.15,"Albania2002",NA,"4,435,078,648",1573,"Generation X",2.06286,0.023
"Albania",2002,"male",35,35,382139,9.16,"Albania2002",NA,"4,435,078,648",1573,"Boomers",3.82139,0.035
"Albania",2002,"male",55,13,198130,6.56,"Albania2002",NA,"4,435,078,648",1573,"Silent",1.9813,0.013
"Albania",2002,"male",15,15,263067,5.7,"Albania2002",NA,"4,435,078,648",1573,"Millenials",2.63067,0.015
"Albania",2002,"female",15,14,275970,5.07,"Albania2002",NA,"4,435,078,648",1573,"Millenials",2.7597,0.014
"Albania",2002,"female",35,15,375113,4,"Albania2002",NA,"4,435,078,648",1573,"Boomers",3.75113,0.015
"Albania",2002,"female",25,7,223685,3.13,"Albania2002",NA,"4,435,078,648",1573,"Generation X",2.23685,0.007
"Albania",2002,"female",75,1,47407,2.11,"Albania2002",NA,"4,435,078,648",1573,"Silent",0.47407,0.001
"Albania",2002,"female",55,4,191712,2.09,"Albania2002",NA,"4,435,078,648",1573,"Silent",1.91712,0.004
"Albania",2002,"female",5,1,304850,0.33,"Albania2002",NA,"4,435,078,648",1573,"Millenials",3.0485,0.001
"Albania",2002,"male",5,1,319473,0.31,"Albania2002",NA,"4,435,078,648",1573,"Millenials",3.19473,0.001
"Albania",2003,"female",75,6,49088,12.22,"Albania2003",NA,"5,746,945,913",2021,"Silent",0.49088,0.006
"Albania",2003,"male",55,16,201520,7.94,"Albania2003",NA,"5,746,945,913",2021,"Silent",2.0152,0.016
"Albania",2003,"male",35,28,386196,7.25,"Albania2003",NA,"5,746,945,913",2021,"Boomers",3.86196,0.028
"Albania",2003,"male",15,15,273235,5.49,"Albania2003",NA,"5,746,945,913",2021,"Millenials",2.73235,0.015
"Albania",2003,"female",15,14,283709,4.93,"Albania2003",NA,"5,746,945,913",2021,"Millenials",2.83709,0.014
"Albania",2003,"female",55,9,195699,4.6,"Albania2003",NA,"5,746,945,913",2021,"Silent",1.95699,0.009
"Albania",2003,"male",25,9,205433,4.38,"Albania2003",NA,"5,746,945,913",2021,"Generation X",2.05433,0.009
"Albania",2003,"female",25,9,222941,4.04,"Albania2003",NA,"5,746,945,913",2021,"Generation X",2.22941,0.009
"Albania",2003,"female",35,13,381760,3.41,"Albania2003",NA,"5,746,945,913",2021,"Boomers",3.8176,0.013
"Albania",2003,"male",75,1,32667,3.06,"Albania2003",NA,"5,746,945,913",2021,"Silent",0.32667,0.001
"Albania",2003,"male",5,4,313204,1.28,"Albania2003",NA,"5,746,945,913",2021,"Millenials",3.13204,0.004
"Albania",2003,"female",5,0,298477,0,"Albania2003",NA,"5,746,945,913",2021,"Millenials",2.98477,0
"Albania",2004,"male",75,4,35526,11.26,"Albania2004",NA,"7,314,865,176",2544,"Silent",0.35526,0.004
"Albania",2004,"male",35,39,391767,9.95,"Albania2004",NA,"7,314,865,176",2544,"Boomers",3.91767,0.039
"Albania",2004,"male",25,16,203938,7.85,"Albania2004",NA,"7,314,865,176",2544,"Generation X",2.03938,0.016
"Albania",2004,"female",15,20,292268,6.84,"Albania2004",NA,"7,314,865,176",2544,"Millenials",2.92268,0.02
"Albania",2004,"male",15,19,286768,6.63,"Albania2004",NA,"7,314,865,176",2544,"Millenials",2.86768,0.019
"Albania",2004,"female",75,3,50970,5.89,"Albania2004",NA,"7,314,865,176",2544,"Silent",0.5097,0.003
"Albania",2004,"female",25,11,222389,4.95,"Albania2004",NA,"7,314,865,176",2544,"Generation X",2.22389,0.011
"Albania",2004,"male",55,10,207202,4.83,"Albania2004",NA,"7,314,865,176",2544,"Silent",2.07202,0.01
"Albania",2004,"female",35,17,391436,4.34,"Albania2004",NA,"7,314,865,176",2544,"Boomers",3.91436,0.017
"Albania",2004,"female",55,3,203841,1.47,"Albania2004",NA,"7,314,865,176",2544,"Silent",2.03841,0.003
"Albania",2004,"female",5,3,286705,1.05,"Albania2004",NA,"7,314,865,176",2544,"Millenials",2.86705,0.003
"Albania",2004,"male",5,1,302181,0.33,"Albania2004",NA,"7,314,865,176",2544,"Millenials",3.02181,0.001
"Albania",2005,"female",15,0,281922,0,"Albania2005",0.695,"8,158,548,717",2931,"Millenials",2.81922,0
"Albania",2005,"female",25,0,190745,0,"Albania2005",0.695,"8,158,548,717",2931,"Generation X",1.90745,0
"Albania",2005,"female",35,0,386513,0,"Albania2005",0.695,"8,158,548,717",2931,"Boomers",3.86513,0
"Albania",2005,"female",5,0,276559,0,"Albania2005",0.695,"8,158,548,717",2931,"Millenials",2.76559,0
"Albania",2005,"female",55,0,210998,0,"Albania2005",0.695,"8,158,548,717",2931,"Silent",2.10998,0
"Albania",2005,"female",75,0,53191,0,"Albania2005",0.695,"8,158,548,717",2931,"Silent",0.53191,0
"Albania",2005,"male",15,0,281675,0,"Albania2005",0.695,"8,158,548,717",2931,"Millenials",2.81675,0
"Albania",2005,"male",25,0,177519,0,"Albania2005",0.695,"8,158,548,717",2931,"Generation X",1.77519,0
"Albania",2005,"male",35,0,380242,0,"Albania2005",0.695,"8,158,548,717",2931,"Boomers",3.80242,0
"Albania",2005,"male",5,0,291367,0,"Albania2005",0.695,"8,158,548,717",2931,"Millenials",2.91367,0
"Albania",2005,"male",55,0,214118,0,"Albania2005",0.695,"8,158,548,717",2931,"Silent",2.14118,0
"Albania",2005,"male",75,0,38471,0,"Albania2005",0.695,"8,158,548,717",2931,"Silent",0.38471,0
"Albania",2006,"female",15,0,283138,0,"Albania2006",NA,"8,992,642,349",3235,"Millenials",2.83138,0
"Albania",2006,"female",25,0,186391,0,"Albania2006",NA,"8,992,642,349",3235,"Generation X",1.86391,0
"Albania",2006,"female",35,0,388746,0,"Albania2006",NA,"8,992,642,349",3235,"Boomers",3.88746,0
"Albania",2006,"female",5,0,267316,0,"Albania2006",NA,"8,992,642,349",3235,"Millenials",2.67316,0
"Albania",2006,"female",55,0,215907,0,"Albania2006",NA,"8,992,642,349",3235,"Silent",2.15907,0
"Albania",2006,"female",75,0,56011,0,"Albania2006",NA,"8,992,642,349",3235,"Silent",0.56011,0
"Albania",2006,"male",15,0,286679,0,"Albania2006",NA,"8,992,642,349",3235,"Millenials",2.86679,0
"Albania",2006,"male",25,0,174092,0,"Albania2006",NA,"8,992,642,349",3235,"Generation X",1.74092,0
"Albania",2006,"male",35,0,379076,0,"Albania2006",NA,"8,992,642,349",3235,"Boomers",3.79076,0
"Albania",2006,"male",5,0,282678,0,"Albania2006",NA,"8,992,642,349",3235,"Millenials",2.82678,0
"Albania",2006,"male",55,0,219360,0,"Albania2006",NA,"8,992,642,349",3235,"Silent",2.1936,0
"Albania",2006,"male",75,0,40782,0,"Albania2006",NA,"8,992,642,349",3235,"Silent",0.40782,0
"Albania",2007,"male",75,8,42366,18.88,"Albania2007",NA,"10,701,011,897",3863,"Silent",0.42366,0.008
"Albania",2007,"male",35,29,378626,7.66,"Albania2007",NA,"10,701,011,897",3863,"Boomers",3.78626,0.029
"Albania",2007,"male",55,14,224160,6.25,"Albania2007",NA,"10,701,011,897",3863,"Silent",2.2416,0.014
"Albania",2007,"female",75,3,57404,5.23,"Albania2007",NA,"10,701,011,897",3863,"Silent",0.57404,0.003
"Albania",2007,"male",25,9,172494,5.22,"Albania2007",NA,"10,701,011,897",3863,"Generation X",1.72494,0.009
"Albania",2007,"female",15,13,281080,4.63,"Albania2007",NA,"10,701,011,897",3863,"Millenials",2.8108,0.013
"Albania",2007,"male",15,13,288349,4.51,"Albania2007",NA,"10,701,011,897",3863,"Millenials",2.88349,0.013
"Albania",2007,"female",25,8,183629,4.36,"Albania2007",NA,"10,701,011,897",3863,"Generation X",1.83629,0.008
"Albania",2007,"female",55,9,221120,4.07,"Albania2007",NA,"10,701,011,897",3863,"Silent",2.2112,0.009
"Albania",2007,"female",35,14,391811,3.57,"Albania2007",NA,"10,701,011,897",3863,"Boomers",3.91811,0.014
"Albania",2007,"male",5,4,272497,1.47,"Albania2007",NA,"10,701,011,897",3863,"Generation Z",2.72497,0.004
"Albania",2007,"female",5,0,256808,0,"Albania2007",NA,"10,701,011,897",3863,"Generation Z",2.56808,0
"Albania",2008,"male",25,21,172855,12.15,"Albania2008",NA,"12,881,352,688",4672,"Generation X",1.72855,0.021
"Albania",2008,"male",35,37,377119,9.81,"Albania2008",NA,"12,881,352,688",4672,"Boomers",3.77119,0.037
"Albania",2008,"male",55,21,228672,9.18,"Albania2008",NA,"12,881,352,688",4672,"Silent",2.28672,0.021
"Albania",2008,"female",75,5,59369,8.42,"Albania2008",NA,"12,881,352,688",4672,"Silent",0.59369,0.005
"Albania",2008,"female",15,20,276073,7.24,"Albania2008",NA,"12,881,352,688",4672,"Millenials",2.76073,0.02
"Albania",2008,"female",25,9,182663,4.93,"Albania2008",NA,"12,881,352,688",4672,"Generation X",1.82663,0.009
"Albania",2008,"female",35,19,393832,4.82,"Albania2008",NA,"12,881,352,688",4672,"Boomers",3.93832,0.019
"Albania",2008,"male",75,2,44574,4.49,"Albania2008",NA,"12,881,352,688",4672,"Silent",0.44574,0.002
"Albania",2008,"male",15,11,286702,3.84,"Albania2008",NA,"12,881,352,688",4672,"Millenials",2.86702,0.011
"Albania",2008,"female",55,7,226448,3.09,"Albania2008",NA,"12,881,352,688",4672,"Silent",2.26448,0.007
"Albania",2008,"male",5,7,262464,2.67,"Albania2008",NA,"12,881,352,688",4672,"Generation Z",2.62464,0.007
"Albania",2008,"female",5,1,246288,0.41,"Albania2008",NA,"12,881,352,688",4672,"Generation Z",2.46288,0.001
"Albania",2009,"female",15,0,270003,0,"Albania2009",NA,"12,044,212,904",4387,"Millenials",2.70003,0
